"from","to","weight"
"FOOD00011 _ FDB003521 _ Potassium","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003521 _ Potassium","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003521 _ Potassium","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003521 _ Potassium","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003521 _ Potassium","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003521 _ Potassium","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003521 _ Potassium","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003521 _ Potassium","FOOD00069 _ FDB003521 _ Potassium",0.541520396
"FOOD00011 _ FDB003521 _ Potassium","FOOD00076 _ FDB003521 _ Potassium",0.727626309
"FOOD00011 _ FDB003521 _ Potassium","FOOD00066 _ FDB003521 _ Potassium",0.111645688
"FOOD00011 _ FDB003521 _ Potassium","FOOD00067 _ FDB003521 _ Potassium",0.232653531
"FOOD00011 _ FDB003521 _ Potassium","FOOD00067 _ FDB003513 _ Calcium",0.148847647
"FOOD00011 _ FDB003521 _ Potassium","FOOD00018 _ FDB003717 _ Sulfur",0.141693292
"FOOD00011 _ FDB003521 _ Potassium","FOOD00018 _ FDB003521 _ Potassium",0.441770865
"FOOD00011 _ FDB003521 _ Potassium","FOOD00021 _ FDB003521 _ Potassium",0.140906857
"FOOD00011 _ FDB003521 _ Potassium","FOOD00019 _ FDB003521 _ Potassium",0.406251214
"FOOD00011 _ FDB003521 _ Potassium","FOOD00019 _ FDB003513 _ Calcium",0.153657873
"FOOD00011 _ FDB003521 _ Potassium","FOOD00020 _ FDB003521 _ Potassium",0.230002344
"FOOD00011 _ FDB003521 _ Potassium","FOOD00013 _ FDB003521 _ Potassium",0.21373866
"FOOD00011 _ FDB003521 _ Potassium","FOOD00015 _ FDB003521 _ Potassium",0.238132198
"FOOD00011 _ FDB003521 _ Potassium","FOOD00014 _ FDB003521 _ Potassium",0.730944629
"FOOD00011 _ FDB003521 _ Potassium","FOOD00041 _ FDB003521 _ Potassium",0.359183747
"FOOD00011 _ FDB003521 _ Potassium","FOOD00040 _ FDB003521 _ Potassium",0.178531718
"FOOD00011 _ FDB003521 _ Potassium","FOOD00043 _ FDB003521 _ Potassium",0.120645413
"FOOD00011 _ FDB003521 _ Potassium","FOOD00046 _ FDB003521 _ Potassium",0.500996299
"FOOD00011 _ FDB003521 _ Potassium","FOOD00046 _ FDB003520 _ Phosphorus",0.122212734
"FOOD00011 _ FDB003521 _ Potassium","FOOD00046 _ FDB003513 _ Calcium",0.255052662
"FOOD00011 _ FDB003521 _ Potassium","FOOD00023 _ FDB003521 _ Potassium",0.147208336
"FOOD00011 _ FDB003521 _ Potassium","FOOD00033 _ FDB003521 _ Potassium",0.364112414
"FOOD00011 _ FDB003521 _ Potassium","FOOD00027 _ FDB003513 _ Calcium",0.910098393
"FOOD00011 _ FDB003523 _ Sodium","FOOD00056 _ FDB003521 _ Potassium",0.14676816
"FOOD00011 _ FDB003523 _ Sodium","FOOD00054 _ FDB003521 _ Potassium",0.205311105
"FOOD00011 _ FDB003523 _ Sodium","FOOD00050 _ FDB003521 _ Potassium",0.392830629
"FOOD00011 _ FDB003523 _ Sodium","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003523 _ Sodium","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003523 _ Sodium","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003523 _ Sodium","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003523 _ Sodium","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003523 _ Sodium","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003523 _ Sodium","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003523 _ Sodium","FOOD00069 _ FDB003521 _ Potassium",0.541520396
"FOOD00011 _ FDB003523 _ Sodium","FOOD00076 _ FDB003521 _ Potassium",0.727626309
"FOOD00011 _ FDB003523 _ Sodium","FOOD00066 _ FDB003521 _ Potassium",0.111645688
"FOOD00011 _ FDB003523 _ Sodium","FOOD00067 _ FDB003521 _ Potassium",0.232653531
"FOOD00011 _ FDB003523 _ Sodium","FOOD00067 _ FDB003513 _ Calcium",0.148847647
"FOOD00011 _ FDB003523 _ Sodium","FOOD00018 _ FDB003717 _ Sulfur",0.141693292
"FOOD00011 _ FDB003523 _ Sodium","FOOD00018 _ FDB003521 _ Potassium",0.441770865
"FOOD00011 _ FDB003523 _ Sodium","FOOD00021 _ FDB003521 _ Potassium",0.140906857
"FOOD00011 _ FDB003523 _ Sodium","FOOD00019 _ FDB003521 _ Potassium",0.406251214
"FOOD00011 _ FDB003523 _ Sodium","FOOD00019 _ FDB003513 _ Calcium",0.153657873
"FOOD00011 _ FDB003523 _ Sodium","FOOD00020 _ FDB003521 _ Potassium",0.230002344
"FOOD00011 _ FDB003523 _ Sodium","FOOD00013 _ FDB003521 _ Potassium",0.21373866
"FOOD00011 _ FDB003523 _ Sodium","FOOD00015 _ FDB003521 _ Potassium",0.238132198
"FOOD00011 _ FDB003523 _ Sodium","FOOD00014 _ FDB003521 _ Potassium",0.730944629
"FOOD00011 _ FDB003523 _ Sodium","FOOD00041 _ FDB003521 _ Potassium",0.359183747
"FOOD00011 _ FDB003523 _ Sodium","FOOD00040 _ FDB003521 _ Potassium",0.178531718
"FOOD00011 _ FDB003523 _ Sodium","FOOD00043 _ FDB003521 _ Potassium",0.120645413
"FOOD00011 _ FDB003523 _ Sodium","FOOD00046 _ FDB003521 _ Potassium",0.500996299
"FOOD00011 _ FDB003523 _ Sodium","FOOD00046 _ FDB003520 _ Phosphorus",0.122212734
"FOOD00011 _ FDB003523 _ Sodium","FOOD00046 _ FDB003513 _ Calcium",0.255052662
"FOOD00011 _ FDB003523 _ Sodium","FOOD00023 _ FDB003521 _ Potassium",0.147208336
"FOOD00011 _ FDB003523 _ Sodium","FOOD00033 _ FDB003521 _ Potassium",0.364112414
"FOOD00011 _ FDB003523 _ Sodium","FOOD00027 _ FDB003513 _ Calcium",0.910098393
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00056 _ FDB003521 _ Potassium",0.14676816
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00054 _ FDB003521 _ Potassium",0.205311105
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00050 _ FDB003521 _ Potassium",0.392830629
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00069 _ FDB003521 _ Potassium",0.541520396
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00076 _ FDB003521 _ Potassium",0.727626309
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00066 _ FDB003521 _ Potassium",0.111645688
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00067 _ FDB003521 _ Potassium",0.232653531
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00067 _ FDB003513 _ Calcium",0.148847647
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00018 _ FDB003717 _ Sulfur",0.141693292
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00018 _ FDB003521 _ Potassium",0.441770865
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00021 _ FDB003521 _ Potassium",0.140906857
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00019 _ FDB003521 _ Potassium",0.406251214
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00019 _ FDB003513 _ Calcium",0.153657873
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00020 _ FDB003521 _ Potassium",0.230002344
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00013 _ FDB003521 _ Potassium",0.21373866
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00015 _ FDB003521 _ Potassium",0.238132198
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00014 _ FDB003521 _ Potassium",0.730944629
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00041 _ FDB003521 _ Potassium",0.359183747
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00040 _ FDB003521 _ Potassium",0.178531718
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00043 _ FDB003521 _ Potassium",0.120645413
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00046 _ FDB003521 _ Potassium",0.500996299
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00046 _ FDB003520 _ Phosphorus",0.122212734
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00046 _ FDB003513 _ Calcium",0.255052662
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00023 _ FDB003521 _ Potassium",0.147208336
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00033 _ FDB003521 _ Potassium",0.364112414
"FOOD00011 _ FDB003570 _ Aluminum","FOOD00027 _ FDB003513 _ Calcium",0.910098393
"FOOD00011 _ FDB003575 _ Boron","FOOD00056 _ FDB003521 _ Potassium",0.14676816
"FOOD00011 _ FDB003575 _ Boron","FOOD00054 _ FDB003521 _ Potassium",0.205311105
"FOOD00011 _ FDB003575 _ Boron","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003575 _ Boron","FOOD00050 _ FDB003521 _ Potassium",0.392830629
"FOOD00011 _ FDB003575 _ Boron","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003575 _ Boron","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003575 _ Boron","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003575 _ Boron","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003575 _ Boron","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003575 _ Boron","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003575 _ Boron","FOOD00069 _ FDB003521 _ Potassium",0.541520396
"FOOD00011 _ FDB003575 _ Boron","FOOD00076 _ FDB003521 _ Potassium",0.727626309
"FOOD00011 _ FDB003575 _ Boron","FOOD00066 _ FDB003521 _ Potassium",0.111645688
"FOOD00011 _ FDB003575 _ Boron","FOOD00067 _ FDB003521 _ Potassium",0.232653531
"FOOD00011 _ FDB003575 _ Boron","FOOD00067 _ FDB003513 _ Calcium",0.148847647
"FOOD00011 _ FDB003575 _ Boron","FOOD00018 _ FDB003717 _ Sulfur",0.141693292
"FOOD00011 _ FDB003575 _ Boron","FOOD00018 _ FDB003521 _ Potassium",0.441770865
"FOOD00011 _ FDB003575 _ Boron","FOOD00021 _ FDB003521 _ Potassium",0.140906857
"FOOD00011 _ FDB003575 _ Boron","FOOD00019 _ FDB003521 _ Potassium",0.406251214
"FOOD00011 _ FDB003575 _ Boron","FOOD00019 _ FDB003513 _ Calcium",0.153657873
"FOOD00011 _ FDB003575 _ Boron","FOOD00020 _ FDB003521 _ Potassium",0.230002344
"FOOD00011 _ FDB003575 _ Boron","FOOD00013 _ FDB003521 _ Potassium",0.21373866
"FOOD00011 _ FDB003575 _ Boron","FOOD00015 _ FDB003521 _ Potassium",0.238132198
"FOOD00011 _ FDB003575 _ Boron","FOOD00014 _ FDB003521 _ Potassium",0.730944629
"FOOD00011 _ FDB003575 _ Boron","FOOD00041 _ FDB003521 _ Potassium",0.359183747
"FOOD00011 _ FDB003575 _ Boron","FOOD00040 _ FDB003521 _ Potassium",0.178531718
"FOOD00011 _ FDB003575 _ Boron","FOOD00046 _ FDB003521 _ Potassium",0.500996299
"FOOD00011 _ FDB003575 _ Boron","FOOD00046 _ FDB003520 _ Phosphorus",0.122212734
"FOOD00011 _ FDB003575 _ Boron","FOOD00046 _ FDB003513 _ Calcium",0.255052662
"FOOD00011 _ FDB003575 _ Boron","FOOD00043 _ FDB003521 _ Potassium",0.120645413
"FOOD00011 _ FDB003575 _ Boron","FOOD00023 _ FDB003521 _ Potassium",0.147208336
"FOOD00011 _ FDB003575 _ Boron","FOOD00033 _ FDB003521 _ Potassium",0.364112414
"FOOD00011 _ FDB003575 _ Boron","FOOD00027 _ FDB003513 _ Calcium",0.910098393
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00056 _ FDB003521 _ Potassium",0.14676816
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00054 _ FDB003521 _ Potassium",0.205311105
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00050 _ FDB003521 _ Potassium",0.392830629
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00069 _ FDB003521 _ Potassium",0.541520396
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00076 _ FDB003521 _ Potassium",0.727626309
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00066 _ FDB003521 _ Potassium",0.111645688
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00067 _ FDB003521 _ Potassium",0.232653531
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00067 _ FDB003513 _ Calcium",0.148847647
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00018 _ FDB003717 _ Sulfur",0.141693292
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00018 _ FDB003521 _ Potassium",0.441770865
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00021 _ FDB003521 _ Potassium",0.140906857
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00019 _ FDB003521 _ Potassium",0.406251214
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00019 _ FDB003513 _ Calcium",0.153657873
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00020 _ FDB003521 _ Potassium",0.230002344
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00013 _ FDB003521 _ Potassium",0.21373866
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00015 _ FDB003521 _ Potassium",0.238132198
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00014 _ FDB003521 _ Potassium",0.730944629
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00041 _ FDB003521 _ Potassium",0.359183747
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00040 _ FDB003521 _ Potassium",0.178531718
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00046 _ FDB003513 _ Calcium",0.255052662
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00046 _ FDB003521 _ Potassium",0.500996299
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00046 _ FDB003520 _ Phosphorus",0.122212734
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00043 _ FDB003521 _ Potassium",0.120645413
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00023 _ FDB003521 _ Potassium",0.147208336
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00027 _ FDB003513 _ Calcium",0.910098393
"FOOD00011 _ FDB003581 _ Cobalt","FOOD00033 _ FDB003521 _ Potassium",0.364112414
"FOOD00011 _ FDB003582 _ Copper","FOOD00056 _ FDB003521 _ Potassium",0.14676816
"FOOD00011 _ FDB003582 _ Copper","FOOD00054 _ FDB003521 _ Potassium",0.205311105
"FOOD00011 _ FDB003582 _ Copper","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003582 _ Copper","FOOD00050 _ FDB003521 _ Potassium",0.392830629
"FOOD00011 _ FDB003582 _ Copper","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003582 _ Copper","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003582 _ Copper","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003582 _ Copper","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003582 _ Copper","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003582 _ Copper","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003582 _ Copper","FOOD00069 _ FDB003521 _ Potassium",0.541520396
"FOOD00011 _ FDB003582 _ Copper","FOOD00076 _ FDB003521 _ Potassium",0.727626309
"FOOD00011 _ FDB003582 _ Copper","FOOD00066 _ FDB003521 _ Potassium",0.111645688
"FOOD00011 _ FDB003582 _ Copper","FOOD00067 _ FDB003521 _ Potassium",0.232653531
"FOOD00011 _ FDB003582 _ Copper","FOOD00067 _ FDB003513 _ Calcium",0.148847647
"FOOD00011 _ FDB003582 _ Copper","FOOD00018 _ FDB003717 _ Sulfur",0.141693292
"FOOD00011 _ FDB003582 _ Copper","FOOD00018 _ FDB003521 _ Potassium",0.441770865
"FOOD00011 _ FDB003582 _ Copper","FOOD00021 _ FDB003521 _ Potassium",0.140906857
"FOOD00011 _ FDB003582 _ Copper","FOOD00019 _ FDB003521 _ Potassium",0.406251214
"FOOD00011 _ FDB003582 _ Copper","FOOD00019 _ FDB003513 _ Calcium",0.153657873
"FOOD00011 _ FDB003582 _ Copper","FOOD00020 _ FDB003521 _ Potassium",0.230002344
"FOOD00011 _ FDB003582 _ Copper","FOOD00013 _ FDB003521 _ Potassium",0.21373866
"FOOD00011 _ FDB003582 _ Copper","FOOD00015 _ FDB003521 _ Potassium",0.238132198
"FOOD00011 _ FDB003582 _ Copper","FOOD00014 _ FDB003521 _ Potassium",0.730944629
"FOOD00011 _ FDB003582 _ Copper","FOOD00041 _ FDB003521 _ Potassium",0.359183747
"FOOD00011 _ FDB003582 _ Copper","FOOD00040 _ FDB003521 _ Potassium",0.178531718
"FOOD00011 _ FDB003582 _ Copper","FOOD00046 _ FDB003513 _ Calcium",0.255052662
"FOOD00011 _ FDB003582 _ Copper","FOOD00046 _ FDB003521 _ Potassium",0.500996299
"FOOD00011 _ FDB003582 _ Copper","FOOD00046 _ FDB003520 _ Phosphorus",0.122212734
"FOOD00011 _ FDB003582 _ Copper","FOOD00043 _ FDB003521 _ Potassium",0.120645413
"FOOD00011 _ FDB003582 _ Copper","FOOD00023 _ FDB003521 _ Potassium",0.147208336
"FOOD00011 _ FDB003582 _ Copper","FOOD00027 _ FDB003513 _ Calcium",0.910098393
"FOOD00011 _ FDB003582 _ Copper","FOOD00033 _ FDB003521 _ Potassium",0.364112414
"FOOD00011 _ FDB003636 _ Manganese","FOOD00056 _ FDB003521 _ Potassium",0.14676816
"FOOD00011 _ FDB003636 _ Manganese","FOOD00054 _ FDB003521 _ Potassium",0.205311105
"FOOD00011 _ FDB003636 _ Manganese","FOOD00050 _ FDB003521 _ Potassium",0.392830629
"FOOD00011 _ FDB003636 _ Manganese","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003636 _ Manganese","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003636 _ Manganese","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003636 _ Manganese","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003636 _ Manganese","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003636 _ Manganese","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003636 _ Manganese","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003636 _ Manganese","FOOD00069 _ FDB003521 _ Potassium",0.541520396
"FOOD00011 _ FDB003636 _ Manganese","FOOD00076 _ FDB003521 _ Potassium",0.727626309
"FOOD00011 _ FDB003636 _ Manganese","FOOD00066 _ FDB003521 _ Potassium",0.111645688
"FOOD00011 _ FDB003636 _ Manganese","FOOD00067 _ FDB003521 _ Potassium",0.232653531
"FOOD00011 _ FDB003636 _ Manganese","FOOD00067 _ FDB003513 _ Calcium",0.148847647
"FOOD00011 _ FDB003636 _ Manganese","FOOD00018 _ FDB003717 _ Sulfur",0.141693292
"FOOD00011 _ FDB003636 _ Manganese","FOOD00018 _ FDB003521 _ Potassium",0.441770865
"FOOD00011 _ FDB003636 _ Manganese","FOOD00021 _ FDB003521 _ Potassium",0.140906857
"FOOD00011 _ FDB003636 _ Manganese","FOOD00019 _ FDB003521 _ Potassium",0.406251214
"FOOD00011 _ FDB003636 _ Manganese","FOOD00019 _ FDB003513 _ Calcium",0.153657873
"FOOD00011 _ FDB003636 _ Manganese","FOOD00020 _ FDB003521 _ Potassium",0.230002344
"FOOD00011 _ FDB003636 _ Manganese","FOOD00013 _ FDB003521 _ Potassium",0.21373866
"FOOD00011 _ FDB003636 _ Manganese","FOOD00014 _ FDB003521 _ Potassium",0.730944629
"FOOD00011 _ FDB003636 _ Manganese","FOOD00015 _ FDB003521 _ Potassium",0.238132198
"FOOD00011 _ FDB003636 _ Manganese","FOOD00041 _ FDB003521 _ Potassium",0.359183747
"FOOD00011 _ FDB003636 _ Manganese","FOOD00040 _ FDB003521 _ Potassium",0.178531718
"FOOD00011 _ FDB003636 _ Manganese","FOOD00046 _ FDB003513 _ Calcium",0.255052662
"FOOD00011 _ FDB003636 _ Manganese","FOOD00046 _ FDB003521 _ Potassium",0.500996299
"FOOD00011 _ FDB003636 _ Manganese","FOOD00046 _ FDB003520 _ Phosphorus",0.122212734
"FOOD00011 _ FDB003636 _ Manganese","FOOD00043 _ FDB003521 _ Potassium",0.120645413
"FOOD00011 _ FDB003636 _ Manganese","FOOD00023 _ FDB003521 _ Potassium",0.147208336
"FOOD00011 _ FDB003636 _ Manganese","FOOD00027 _ FDB003513 _ Calcium",0.910098393
"FOOD00011 _ FDB003636 _ Manganese","FOOD00033 _ FDB003521 _ Potassium",0.364112414
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00056 _ FDB003521 _ Potassium",0.14676816
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00054 _ FDB003521 _ Potassium",0.205311105
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00050 _ FDB003521 _ Potassium",0.392830629
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00069 _ FDB003521 _ Potassium",0.541520396
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00076 _ FDB003521 _ Potassium",0.727626309
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00066 _ FDB003521 _ Potassium",0.111645688
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00067 _ FDB003521 _ Potassium",0.232653531
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00067 _ FDB003513 _ Calcium",0.148847647
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00018 _ FDB003717 _ Sulfur",0.141693292
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00018 _ FDB003521 _ Potassium",0.441770865
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00021 _ FDB003521 _ Potassium",0.140906857
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00019 _ FDB003521 _ Potassium",0.406251214
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00019 _ FDB003513 _ Calcium",0.153657873
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00020 _ FDB003521 _ Potassium",0.230002344
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00013 _ FDB003521 _ Potassium",0.21373866
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00014 _ FDB003521 _ Potassium",0.730944629
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00015 _ FDB003521 _ Potassium",0.238132198
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00041 _ FDB003521 _ Potassium",0.359183747
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00040 _ FDB003521 _ Potassium",0.178531718
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00046 _ FDB003513 _ Calcium",0.255052662
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00046 _ FDB003520 _ Phosphorus",0.122212734
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00046 _ FDB003521 _ Potassium",0.500996299
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00043 _ FDB003521 _ Potassium",0.120645413
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00023 _ FDB003521 _ Potassium",0.147208336
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00027 _ FDB003513 _ Calcium",0.910098393
"FOOD00011 _ FDB003653 _ Molybdenum","FOOD00033 _ FDB003521 _ Potassium",0.364112414
"FOOD00011 _ FDB003713 _ Silicon","FOOD00056 _ FDB003521 _ Potassium",0.14676816
"FOOD00011 _ FDB003713 _ Silicon","FOOD00054 _ FDB003521 _ Potassium",0.205311105
"FOOD00011 _ FDB003713 _ Silicon","FOOD00051 _ FDB003513 _ Calcium",0.140689751
"FOOD00011 _ FDB003713 _ Silicon","FOOD00050 _ FDB003521 _ Potassium",0.392830629
"FOOD00011 _ FDB003713 _ Silicon","FOOD00050 _ FDB003513 _ Calcium",0.39174886
"FOOD00011 _ FDB003713 _ Silicon","FOOD00048 _ FDB003521 _ Potassium",0.326431715
"FOOD00011 _ FDB003713 _ Silicon","FOOD00051 _ FDB003521 _ Potassium",0.143123787
"FOOD00011 _ FDB003713 _ Silicon","FOOD00053 _ FDB003521 _ Potassium",0.184108975
"FOOD00011 _ FDB003713 _ Silicon","FOOD00070 _ FDB003521 _ Potassium",0.732738435
"FOOD00011 _ FDB003713 _ Silicon","FOOD00070 _ FDB003513 _ Calcium",0.11723815
"FOOD00011 _ FDB003713 _ Silicon","FOOD00069 _ FDB003521 _ Potassium",0.541520396
