public_food_id_compound_id_name,contribution
FOOD00018 _ FDB001224 _ L-Ascorbic acid,0.233193536
FOOD00018 _ FDB003513 _ Calcium,0.069069476
FOOD00018 _ FDB003516 _ Chromium,2.04E-06
FOOD00018 _ FDB003520 _ Phosphorus,0.06772459
FOOD00018 _ FDB003521 _ Potassium,0.441770865
FOOD00018 _ FDB003523 _ Sodium,0.004743123
FOOD00018 _ FDB003570 _ Aluminum,0.000408269
FOOD00018 _ FDB003575 _ Boron,0.000396261
FOOD00018 _ FDB003581 _ Cobalt,1.02E-06
FOOD00018 _ FDB003582 _ Copper,0.000132087
FOOD00018 _ FDB003636 _ Manganese,0.000276182
FOOD00018 _ FDB003713 _ Silicon,0.00028819
FOOD00018 _ FDB003717 _ Sulfur,0.141693292
FOOD00018 _ FDB003729 _ Zinc,0.00080453
FOOD00018 _ FDB003763 _ Arsenic,6.00E-07
FOOD00018 _ FDB003766 _ Cadmium,6.96E-06
FOOD00018 _ FDB003777 _ Lead,2.04E-06
FOOD00018 _ FDB010508 _ 4-Hydroxybenzoic acid,0.000336221
FOOD00018 _ FDB012160 _ Riboflavine,6.00E-05
FOOD00018 _ FDB012440 _ 3-Isothiocyanato-1-propene,0.035927655
FOOD00018 _ FDB013400 _ Selenium,1.32E-07
FOOD00018 _ FDB013444 _ Nickel,1.68E-05
FOOD00018 _ FDB016251 _ Iron,0.001416933
FOOD00019 _ FDB000514 _ Syringic acid,0.000103604
FOOD00019 _ FDB000604 _ Isorhamnetin,9.07E-05
FOOD00019 _ FDB000678 _ (S)-Naringenin,0.000569823
FOOD00019 _ FDB000844 _ Gentisic acid,0.001942577
FOOD00019 _ FDB000846 _ Vanillic acid,0.000233109
FOOD00019 _ FDB001014 _ Nicotinic acid,0.001165546
FOOD00019 _ FDB001193 _ Maltose,0.035549167
FOOD00019 _ FDB001224 _ L-Ascorbic acid,0.007614903
FOOD00019 _ FDB002536 _ Quercetin 3-rutinoside,0.00427367
FOOD00019 _ FDB002558 _ Caffeic acid,0.098941943
FOOD00019 _ FDB002774 _ Scoparone,0.000103604
FOOD00019 _ FDB002793 _ Anethole,0.065400106
FOOD00019 _ FDB003513 _ Calcium,0.153657873
FOOD00019 _ FDB003520 _ Phosphorus,0.042225158
FOOD00019 _ FDB003521 _ Potassium,0.406251214
FOOD00019 _ FDB003523 _ Sodium,0.00802932
FOOD00019 _ FDB003582 _ Copper,9.07E-05
FOOD00019 _ FDB003636 _ Manganese,0.001036041
FOOD00019 _ FDB008548 _ Methyleugenol,0.020656073
FOOD00019 _ FDB009067 _ D-Camphor,0.001424557
FOOD00019 _ FDB010508 _ 4-Hydroxybenzoic acid,0.000181307
FOOD00019 _ FDB010552 _ 3-(4-Methoxyphenyl)-2-propenal,0.003205253
FOOD00019 _ FDB012160 _ Riboflavine,0.000174832
FOOD00019 _ FDB012392 _ 1-Methoxy-4-(2-propenyl)benzene,0.046440551
FOOD00019 _ FDB012801 _ Ferulic acid,0.00049212
FOOD00019 _ FDB013516 _ 4(10)-Thujene,0.0263543
FOOD00019 _ FDB014499 _ (-)-Menthol,0.003561392
FOOD00019 _ FDB014613 _ beta-Carotene,0.00049212
"FOOD00019 _ FDB014616 _ 1,8-Cineole",0.003561392
FOOD00019 _ FDB014945 _ Nerol,0.047722652
FOOD00019 _ FDB014962 _ (-)-3-Isothujone,0.00427367
FOOD00019 _ FDB016251 _ Iron,0.004338423
"FOOD00019 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.006993279
FOOD00020 _ FDB001014 _ Nicotinic acid,0.000841859
FOOD00020 _ FDB001141 _ Inulin,0.635365593
FOOD00020 _ FDB001224 _ L-Ascorbic acid,0.020299931
FOOD00020 _ FDB003513 _ Calcium,0.023111423
FOOD00020 _ FDB003516 _ Chromium,0.000104835
FOOD00020 _ FDB003520 _ Phosphorus,0.011277739
FOOD00020 _ FDB003521 _ Potassium,0.230002344
FOOD00020 _ FDB003582 _ Copper,0.000120719
FOOD00020 _ FDB003636 _ Manganese,0.001048353
FOOD00020 _ FDB003717 _ Sulfur,0.016201823
FOOD00020 _ FDB003729 _ Zinc,0.000444756
FOOD00020 _ FDB004160 _ cis-Dehydromatricaria ester,6.93E-05
FOOD00020 _ FDB012160 _ Riboflavine,4.64E-05
FOOD00020 _ FDB014613 _ beta-Carotene,0.00060042
FOOD00020 _ FDB016249 _ Chlorine,0.060042048
FOOD00020 _ FDB016251 _ Iron,0.000422518
FOOD00021 _ FDB000446 _ L-Tyrosine,0.016380637
FOOD00021 _ FDB000474 _ L-Lysine,0.049480617
FOOD00021 _ FDB000484 _ Glycine,0.033782302
FOOD00021 _ FDB000556 _ L-Alanine,0.049139456
FOOD00021 _ FDB001014 _ Nicotinic acid,0.000925307
FOOD00021 _ FDB001131 _ Sucrose,0.073631871
FOOD00021 _ FDB001224 _ L-Ascorbic acid,0.014269857
FOOD00021 _ FDB001946 _ L-Leucine,0.045384231
FOOD00021 _ FDB002250 _ L-Tryptophan,0.010237284
FOOD00021 _ FDB002257 _ Arginine,0.048798295
FOOD00021 _ FDB003010 _ Dodecanoic acid,0.000341161
FOOD00021 _ FDB003513 _ Calcium,0.009817583
FOOD00021 _ FDB003516 _ Chromium,2.05E-06
FOOD00021 _ FDB003520 _ Phosphorus,0.026100044
FOOD00021 _ FDB003521 _ Potassium,0.140906857
FOOD00021 _ FDB003523 _ Sodium,0.00172544
FOOD00021 _ FDB003570 _ Aluminum,0.001749984
FOOD00021 _ FDB003575 _ Boron,0.000269984
FOOD00021 _ FDB003581 _ Cobalt,5.15E-07
FOOD00021 _ FDB003582 _ Copper,6.14E-05
FOOD00021 _ FDB003636 _ Manganese,0.000250348
FOOD00021 _ FDB003653 _ Molybdenum,5.96E-06
FOOD00021 _ FDB003717 _ Sulfur,0.002258044
FOOD00021 _ FDB003729 _ Zinc,0.000333798
FOOD00021 _ FDB003763 _ Arsenic,2.70E-08
FOOD00021 _ FDB003766 _ Cadmium,2.16E-07
FOOD00021 _ FDB003777 _ Lead,7.73E-05
FOOD00021 _ FDB003780 _ Mercury,4.91E-09
FOOD00021 _ FDB003792 _ Vanadium,5.65E-06
FOOD00021 _ FDB004181 _ Lithium,2.36E-06
FOOD00021 _ FDB004188 _ Silver,5.15E-07
FOOD00021 _ FDB008322 _ Pantothenic acid,5.99E-05
FOOD00021 _ FDB011856 _ L-Histidine,0.016039476
FOOD00021 _ FDB011999 _ L-Threonine,0.029006048
FOOD00021 _ FDB012160 _ Riboflavine,9.08E-05
FOOD00021 _ FDB012397 _ L-Isoleucine,0.03821985
FOOD00021 _ FDB012462 _ alpha-Linolenic acid,0.001705805
FOOD00021 _ FDB012535 _ L-Glutamic acid,0.170960933
FOOD00021 _ FDB012563 _ L-Cystine,0.01228425
FOOD00021 _ FDB012567 _ L-Aspartic acid,0.1211367
FOOD00021 _ FDB012683 _ L-Methionine,0.009896123
FOOD00021 _ FDB012739 _ L-Serine,0.039584494
"FOOD00021 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.031053014
FOOD00021 _ FDB012858 _ Oleic acid,0.002046966
FOOD00021 _ FDB013400 _ Selenium,2.92E-07
FOOD00021 _ FDB013444 _ Nickel,6.63E-06
FOOD00021 _ FDB014504 _ Folic acid,4.66E-05
FOOD00021 _ FDB014613 _ beta-Carotene,0.000295264
FOOD00021 _ FDB016251 _ Iron,0.000603781
FOOD00022 _ FDB000446 _ L-Tyrosine,0.006588667
FOOD00022 _ FDB000474 _ L-Lysine,0.011530168
FOOD00022 _ FDB000484 _ Glycine,0.001647167
FOOD00022 _ FDB000556 _ L-Alanine,0.003294334
FOOD00022 _ FDB000565 _ alpha-Tocopherol,5.97E-06
FOOD00022 _ FDB000574 _ Pyridoxine,1.99E-06
FOOD00022 _ FDB000710 _ Choline,1.98E-05
FOOD00022 _ FDB001014 _ Nicotinic acid,5.15E-05
FOOD00022 _ FDB001128 _ Starch,0.452970869
FOOD00022 _ FDB001182 _ Cellulose,0.288254189
FOOD00022 _ FDB001946 _ L-Leucine,0.014824501
FOOD00022 _ FDB002250 _ L-Tryptophan,0.001647167
FOOD00022 _ FDB002257 _ Arginine,0.006588667
FOOD00022 _ FDB003225 _ Spermine,1.07E-05
FOOD00022 _ FDB003513 _ Calcium,0.006423951
FOOD00022 _ FDB003516 _ Chromium,3.21E-05
FOOD00022 _ FDB003520 _ Phosphorus,0.004282634
FOOD00022 _ FDB003521 _ Potassium,0.033313948
FOOD00022 _ FDB003523 _ Sodium,0.004159096
FOOD00022 _ FDB003575 _ Boron,3.71E-06
FOOD00022 _ FDB003581 _ Cobalt,1.05E-07
FOOD00022 _ FDB003582 _ Copper,3.29E-06
FOOD00022 _ FDB003635 _ Iodine,1.27E-07
FOOD00022 _ FDB003636 _ Manganese,7.12E-05
FOOD00022 _ FDB003713 _ Silicon,0.000150716
FOOD00022 _ FDB003717 _ Sulfur,0.002017779
FOOD00022 _ FDB003722 _ Tin,4.94E-06
FOOD00022 _ FDB008322 _ Pantothenic acid,2.01E-05
FOOD00022 _ FDB009020 _ Betaine,9.64E-06
FOOD00022 _ FDB009721 _ Lignin,0.102947925
FOOD00022 _ FDB011856 _ L-Histidine,0.002882542
FOOD00022 _ FDB011904 _ Quercetin,0.000255311
FOOD00022 _ FDB011999 _ L-Threonine,0.013177334
FOOD00022 _ FDB012039 _ Spermidine,1.15E-05
FOOD00022 _ FDB012160 _ Riboflavine,1.26E-05
FOOD00022 _ FDB012397 _ L-Isoleucine,0.010706584
FOOD00022 _ FDB012535 _ L-Glutamic acid,0.015648085
FOOD00022 _ FDB012563 _ L-Cystine,0.00247075
FOOD00022 _ FDB012567 _ L-Aspartic acid,0.005765084
FOOD00022 _ FDB012683 _ L-Methionine,0.001647167
FOOD00022 _ FDB012705 _ Scopoletin,8.24E-06
FOOD00022 _ FDB012739 _ L-Serine,0.003294334
FOOD00022 _ FDB014510 _ Biotin,6.31E-07
FOOD00022 _ FDB014613 _ beta-Carotene,3.09E-05
FOOD00022 _ FDB016249 _ Chlorine,0.002759004
FOOD00022 _ FDB016251 _ Iron,0.000452971
FOOD00023 _ FDB000446 _ L-Tyrosine,0.016317069
FOOD00023 _ FDB000474 _ L-Lysine,0.028377511
FOOD00023 _ FDB000484 _ Glycine,0.018445382
FOOD00023 _ FDB001014 _ Nicotinic acid,0.000331071
FOOD00023 _ FDB001112 _ Tartaric acid,0.312152616
FOOD00023 _ FDB001224 _ L-Ascorbic acid,0.030358024
FOOD00023 _ FDB001931 _ Succinic acid,0.026012718
FOOD00023 _ FDB001946 _ L-Leucine,0.028377511
FOOD00023 _ FDB002250 _ L-Tryptophan,0.002837751
FOOD00023 _ FDB002257 _ Arginine,0.007803815
FOOD00023 _ FDB003291 _ Fumaric acid,0.036654284
FOOD00023 _ FDB003513 _ Calcium,0.006319908
FOOD00023 _ FDB003520 _ Phosphorus,0.013242838
FOOD00023 _ FDB003521 _ Potassium,0.147208336
FOOD00023 _ FDB003523 _ Sodium,0.002175609
FOOD00023 _ FDB003570 _ Aluminum,0.000260127
FOOD00023 _ FDB003575 _ Boron,5.08E-05
FOOD00023 _ FDB003582 _ Copper,9.46E-05
FOOD00023 _ FDB003636 _ Manganese,7.09E-05
FOOD00023 _ FDB003717 _ Sulfur,0.013597557
FOOD00023 _ FDB003729 _ Zinc,7.69E-05
FOOD00023 _ FDB008114 _ Malic acid,0.143069949
FOOD00023 _ FDB011856 _ L-Histidine,0.002837751
FOOD00023 _ FDB011999 _ L-Threonine,0.016317069
FOOD00023 _ FDB012160 _ Riboflavine,3.19E-05
FOOD00023 _ FDB012397 _ L-Isoleucine,0.016317069
FOOD00023 _ FDB012535 _ L-Glutamic acid,0.054685828
FOOD00023 _ FDB012567 _ L-Aspartic acid,0.036210886
FOOD00023 _ FDB012683 _ L-Methionine,0.007803815
FOOD00023 _ FDB012739 _ L-Serine,0.030535384
FOOD00023 _ FDB014613 _ beta-Carotene,0.000443576
FOOD00023 _ FDB016251 _ Iron,0.000981389
FOOD00024 _ FDB000446 _ L-Tyrosine,0.006010069
FOOD00024 _ FDB000474 _ L-Lysine,0.007114737
FOOD00024 _ FDB000484 _ Glycine,0.008640201
FOOD00024 _ FDB000556 _ L-Alanine,0.007496103
FOOD00024 _ FDB000574 _ Pyridoxine,3.23E-06
FOOD00024 _ FDB001014 _ Nicotinic acid,1.23E-05
FOOD00024 _ FDB001224 _ L-Ascorbic acid,9.05E-06
FOOD00024 _ FDB001946 _ L-Leucine,0.015610794
FOOD00024 _ FDB002250 _ L-Tryptophan,0.003419366
FOOD00024 _ FDB002257 _ Arginine,0.031431663
FOOD00024 _ FDB003513 _ Calcium,0.002016715
FOOD00024 _ FDB003516 _ Chromium,7.76E-07
FOOD00024 _ FDB003520 _ Phosphorus,0.008241382
FOOD00024 _ FDB003521 _ Potassium,0.00766287
FOOD00024 _ FDB003523 _ Sodium,1.75E-05
FOOD00024 _ FDB003570 _ Aluminum,6.46E-06
FOOD00024 _ FDB003575 _ Boron,3.49E-06
FOOD00024 _ FDB003581 _ Cobalt,2.46E-06
FOOD00024 _ FDB003582 _ Copper,2.33E-05
FOOD00024 _ FDB003635 _ Iodine,2.59E-07
FOOD00024 _ FDB003636 _ Manganese,1.03E-05
FOOD00024 _ FDB003713 _ Silicon,0.002288196
FOOD00024 _ FDB003722 _ Tin,4.52E-06
FOOD00024 _ FDB003729 _ Zinc,6.08E-05
FOOD00024 _ FDB003763 _ Arsenic,2.59E-08
FOOD00024 _ FDB003766 _ Cadmium,3.88E-08
FOOD00024 _ FDB003780 _ Mercury,1.29E-08
FOOD00024 _ FDB003792 _ Vanadium,1.29E-08
FOOD00024 _ FDB008322 _ Pantothenic acid,3.23E-06
FOOD00024 _ FDB011856 _ L-Histidine,0.005286766
FOOD00024 _ FDB011999 _ L-Threonine,0.006049498
FOOD00024 _ FDB012160 _ Riboflavine,1.29E-06
FOOD00024 _ FDB012397 _ L-Isoleucine,0.007903971
FOOD00024 _ FDB012462 _ alpha-Linolenic acid,0.000815089
FOOD00024 _ FDB012535 _ L-Glutamic acid,0.04143961
FOOD00024 _ FDB012563 _ L-Cystine,0.004589965
FOOD00024 _ FDB012567 _ L-Aspartic acid,0.017820131
FOOD00024 _ FDB012683 _ L-Methionine,0.013241801
FOOD00024 _ FDB012739 _ L-Serine,0.0098108
"FOOD00024 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.293797205
FOOD00024 _ FDB012858 _ Oleic acid,0.391772698
FOOD00024 _ FDB013400 _ Selenium,0.000323191
FOOD00024 _ FDB013444 _ Nickel,7.50E-06
FOOD00024 _ FDB016249 _ Chlorine,0.00031802
FOOD00024 _ FDB016251 _ Iron,7.95E-05
FOOD00024 _ FDB019141 _ Phosphatidylcholine,0.106653185
FOOD00026 _ FDB001014 _ Nicotinic acid,7.87E-05
FOOD00026 _ FDB001111 _ Chinese tannin,0.034208676
FOOD00026 _ FDB001224 _ L-Ascorbic acid,0.002870678
FOOD00026 _ FDB001613 _ Allantoin,6.96E-05
FOOD00026 _ FDB002427 _ Rosmarinic acid,0.004276085
FOOD00026 _ FDB002943 _ Gamolenic acid,0.242311457
FOOD00026 _ FDB003513 _ Calcium,0.003383808
FOOD00026 _ FDB003520 _ Phosphorus,0.004623303
FOOD00026 _ FDB003521 _ Potassium,0.040999099
FOOD00026 _ FDB003523 _ Sodium,0.00697857
FOOD00026 _ FDB004245 _ Silicic acid,0.02109535
FOOD00026 _ FDB004285 _ Amabiline,2.28E-05
FOOD00026 _ FDB012160 _ Riboflavine,1.25E-05
"FOOD00026 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.410504116
FOOD00026 _ FDB012858 _ Oleic acid,0.228057842
FOOD00026 _ FDB014613 _ beta-Carotene,0.000219506
FOOD00026 _ FDB016251 _ Iron,0.000287923
FOOD00027 _ FDB003513 _ Calcium,0.910098393
FOOD00027 _ FDB003582 _ Copper,0.002291345
FOOD00027 _ FDB003729 _ Zinc,0.01063304
FOOD00027 _ FDB016251 _ Iron,0.028454615
FOOD00033 _ FDB000474 _ L-Lysine,0.05825455
FOOD00033 _ FDB000574 _ Pyridoxine,0.000158907
FOOD00033 _ FDB000633 _ Kaempferol,0.001374333
FOOD00033 _ FDB000765 _ Hexane,6.87E-07
FOOD00033 _ FDB000857 _ 2-Methoxy-4-vinylphenol,2.92E-06
FOOD00033 _ FDB001014 _ Nicotinic acid,0.0004123
FOOD00033 _ FDB001224 _ L-Ascorbic acid,0.064507767
FOOD00033 _ FDB001365 _ 1H-Indole-3-acetonitrile,9.79E-06
FOOD00033 _ FDB001946 _ L-Leucine,0.069704464
FOOD00033 _ FDB002250 _ L-Tryptophan,0.010393395
FOOD00033 _ FDB002257 _ Arginine,0.109233724
FOOD00033 _ FDB003051 _ Cetyl alcohol,9.79E-06
FOOD00033 _ FDB003285 _ 3-Methylbutanal,3.44E-07
FOOD00033 _ FDB003491 _ Dimethyl disulfide,0.000192578
FOOD00033 _ FDB003513 _ Calcium,0.024609155
FOOD00033 _ FDB003520 _ Phosphorus,0.047328601
FOOD00033 _ FDB003521 _ Potassium,0.364112414
FOOD00033 _ FDB003523 _ Sodium,0.020803969
FOOD00033 _ FDB003591 _ Dimethyl sulfide,6.53E-06
FOOD00033 _ FDB008068 _ Hexanal,6.87E-07
FOOD00033 _ FDB008090 _ (E)-2-Hexen-1-ol,1.37E-06
FOOD00033 _ FDB008091 _ (Z)-3-Hexen-1-ol,3.26E-06
FOOD00033 _ FDB008230 _ 1-Pentanol,3.44E-07
FOOD00033 _ FDB008322 _ Pantothenic acid,0.000168356
FOOD00033 _ FDB011856 _ L-Histidine,0.01976463
FOOD00033 _ FDB011904 _ Quercetin,0.000343583
"FOOD00033 _ FDB011930 _ 2,3-Butanedione",3.44E-07
FOOD00033 _ FDB011999 _ L-Threonine,0.050979174
FOOD00033 _ FDB012008 _ Indole,2.28E-05
FOOD00033 _ FDB012160 _ Riboflavine,2.06E-05
FOOD00033 _ FDB012397 _ L-Isoleucine,0.081145788
FOOD00033 _ FDB012454 _ Toluene,1.37E-06
FOOD00033 _ FDB012462 _ alpha-Linolenic acid,0.027048596
FOOD00033 _ FDB012563 _ L-Cystine,0.007283966
FOOD00033 _ FDB012683 _ L-Methionine,0.013528593
"FOOD00033 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.020803969
FOOD00033 _ FDB012858 _ Oleic acid,0.007301145
FOOD00033 _ FDB014613 _ beta-Carotene,2.50E-05
FOOD00033 _ FDB014661 _ Benzaldehyde,3.44E-07
FOOD00033 _ FDB014733 _ Pyridine,2.61E-05
FOOD00033 _ FDB014940 _ Linalool,1.37E-06
FOOD00033 _ FDB016251 _ Iron,0.0004123
FOOD00035 _ FDB000565 _ alpha-Tocopherol,0.181940701
FOOD00035 _ FDB002431 _ gamma-Tocopherol,0.467847516
FOOD00035 _ FDB003516 _ Chromium,0.002695418
FOOD00035 _ FDB003581 _ Cobalt,0.00057759
FOOD00035 _ FDB003582 _ Copper,0.005294571
FOOD00035 _ FDB003636 _ Manganese,0.019252984
FOOD00035 _ FDB003729 _ Zinc,0.014439738
FOOD00035 _ FDB013444 _ Nickel,0.001443974
FOOD00035 _ FDB016251 _ Iron,0.089526377
FOOD00037 _ FDB000446 _ L-Tyrosine,0.024929079
FOOD00037 _ FDB000474 _ L-Lysine,0.072856863
FOOD00037 _ FDB000484 _ Glycine,0.037494283
FOOD00037 _ FDB000556 _ L-Alanine,0.045097356
FOOD00037 _ FDB000574 _ Pyridoxine,1.66E-05
FOOD00037 _ FDB001014 _ Nicotinic acid,0.000220276
FOOD00037 _ FDB001224 _ L-Ascorbic acid,0.004550001
FOOD00037 _ FDB001946 _ L-Leucine,0.072087081
FOOD00037 _ FDB002250 _ L-Tryptophan,0.009355807
FOOD00037 _ FDB002257 _ Arginine,0.061132498
FOOD00037 _ FDB003513 _ Calcium,0.005618221
FOOD00037 _ FDB003520 _ Phosphorus,0.014514527
FOOD00037 _ FDB003521 _ Potassium,0.056115891
FOOD00037 _ FDB003523 _ Sodium,0.00085505
FOOD00037 _ FDB003582 _ Copper,5.21E-05
FOOD00037 _ FDB003636 _ Manganese,9.00E-05
FOOD00037 _ FDB003729 _ Zinc,0.000139745
FOOD00037 _ FDB008322 _ Pantothenic acid,6.35E-05
FOOD00037 _ FDB011856 _ L-Histidine,0.037292955
FOOD00037 _ FDB011999 _ L-Threonine,0.037352169
FOOD00037 _ FDB012160 _ Riboflavine,2.01E-05
FOOD00037 _ FDB012397 _ L-Isoleucine,0.037352169
FOOD00037 _ FDB012462 _ alpha-Linolenic acid,0.00346757
FOOD00037 _ FDB012535 _ L-Glutamic acid,0.229892299
FOOD00037 _ FDB012563 _ L-Cystine,0.011084854
FOOD00037 _ FDB012567 _ L-Aspartic acid,0.099337348
FOOD00037 _ FDB012683 _ L-Methionine,0.010847998
FOOD00037 _ FDB012739 _ L-Serine,0.050402927
"FOOD00037 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.076390752
FOOD00037 _ FDB012858 _ Oleic acid,0.001186648
FOOD00037 _ FDB014613 _ beta-Carotene,1.04E-05
FOOD00037 _ FDB016251 _ Iron,0.000172905
FOOD00038 _ FDB000453 _ Theophylline,1.00E-05
FOOD00038 _ FDB001014 _ Nicotinic acid,0.000203527
FOOD00038 _ FDB001111 _ Chinese tannin,0.506815315
FOOD00038 _ FDB001128 _ Starch,0.016682532
FOOD00038 _ FDB002536 _ Quercetin 3-rutinoside,0.004003808
FOOD00038 _ FDB002778 _ (-)-Epiafzelechin,2.00E-05
FOOD00038 _ FDB003303 _ Nonanal,0.001668253
FOOD00038 _ FDB003513 _ Calcium,0.004642749
FOOD00038 _ FDB003520 _ Phosphorus,0.012261661
FOOD00038 _ FDB003521 _ Potassium,0.058722512
FOOD00038 _ FDB003523 _ Sodium,0.001334603
FOOD00038 _ FDB003570 _ Aluminum,0.002302189
FOOD00038 _ FDB003582 _ Copper,6.67E-05
FOOD00038 _ FDB003636 _ Manganese,0.004003808
FOOD00038 _ FDB003717 _ Sulfur,0.002936126
FOOD00038 _ FDB003729 _ Zinc,0.000100095
FOOD00038 _ FDB003908 _ Ammonia,0.001334603
FOOD00038 _ FDB003958 _ Methylamine,0.000166825
FOOD00038 _ FDB008068 _ Hexanal,0.0263584
FOOD00038 _ FDB008230 _ 1-Pentanol,0.00283603
FOOD00038 _ FDB012160 _ Riboflavine,3.34E-05
FOOD00038 _ FDB012511 _ Theaflavin,4.00E-05
FOOD00038 _ FDB012738 _ L-Theanine,0.019274997
FOOD00038 _ FDB013505 _ Taraxerol,6.67E-05
FOOD00038 _ FDB013792 _ Geraniol,0.004250709
FOOD00038 _ FDB014294 _ (Z)-3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one,6.67E-05
FOOD00038 _ FDB014378 _ Nerolidol,0.003336506
FOOD00038 _ FDB014484 _ alpha-Ionone,0.001334603
FOOD00038 _ FDB014613 _ beta-Carotene,0.000185176
FOOD00038 _ FDB015469 _ beta-Ionone,0.000103432
FOOD00038 _ FDB016251 _ Iron,0.00281768
FOOD00038 _ FDB017114 _ Epicatechin 3-gallate,0.051749214
FOOD00038 _ FDB017700 _ Epigallocatechin,0.053153883
FOOD00038 _ FDB018806 _ Strictinin,0.000243565
FOOD00038 _ FDB021453 _ Pectic acid,0.216872913
FOOD00039 _ FDB000463 _ L-Stachydrine,0.048130551
FOOD00039 _ FDB000710 _ Choline,0.048130551
FOOD00039 _ FDB001224 _ L-Ascorbic acid,0.166505689
FOOD00039 _ FDB012160 _ Riboflavine,0.000198376
"FOOD00039 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.183091217
FOOD00039 _ FDB012858 _ Oleic acid,0.158635694
FOOD00040 _ FDB000446 _ L-Tyrosine,0.012761952
FOOD00040 _ FDB000474 _ L-Lysine,0.026942975
FOOD00040 _ FDB000484 _ Glycine,0.021978648
FOOD00040 _ FDB000556 _ L-Alanine,0.02481679
FOOD00040 _ FDB000565 _ alpha-Tocopherol,0.001482033
FOOD00040 _ FDB000574 _ Pyridoxine,0.000116238
FOOD00040 _ FDB000710 _ Choline,0.002876888
FOOD00040 _ FDB001014 _ Nicotinic acid,0.000852411
FOOD00040 _ FDB001156 _ Capsianoside C,0.000668368
FOOD00040 _ FDB001224 _ L-Ascorbic acid,0.102734925
FOOD00040 _ FDB001946 _ L-Leucine,0.031200188
FOOD00040 _ FDB002237 _ Trigonelline,5.81E-06
FOOD00040 _ FDB002250 _ L-Tryptophan,0.007797625
FOOD00040 _ FDB002257 _ Arginine,0.02906916
FOOD00040 _ FDB002558 _ Caffeic acid,0.000106551
FOOD00040 _ FDB002593 _ p-Coumaric acid,0.000765233
FOOD00040 _ FDB002663 _ Capsianoside I,0.000174357
FOOD00040 _ FDB002665 _ Capsianoside D,0.000285751
FOOD00040 _ FDB003513 _ Calcium,0.009647745
FOOD00040 _ FDB003516 _ Chromium,2.64E-06
FOOD00040 _ FDB003520 _ Phosphorus,0.019716853
FOOD00040 _ FDB003521 _ Potassium,0.178531718
FOOD00040 _ FDB003523 _ Sodium,0.00314811
FOOD00040 _ FDB003570 _ Aluminum,0.000217946
FOOD00040 _ FDB003575 _ Boron,9.20E-05
FOOD00040 _ FDB003581 _ Cobalt,4.89E-07
FOOD00040 _ FDB003582 _ Copper,9.93E-05
FOOD00040 _ FDB003636 _ Manganese,0.000192277
FOOD00040 _ FDB003653 _ Molybdenum,7.26E-05
FOOD00040 _ FDB003713 _ Silicon,0.00016467
FOOD00040 _ FDB003717 _ Sulfur,0.012737736
FOOD00040 _ FDB003722 _ Tin,4.84E-05
FOOD00040 _ FDB003729 _ Zinc,0.000377773
FOOD00040 _ FDB003763 _ Arsenic,9.20E-08
FOOD00040 _ FDB003766 _ Cadmium,1.62E-06
FOOD00040 _ FDB003777 _ Lead,9.71E-06
FOOD00040 _ FDB003780 _ Mercury,9.69E-09
FOOD00040 _ FDB003908 _ Ammonia,0.00370024
FOOD00040 _ FDB004181 _ Lithium,3.31E-06
FOOD00040 _ FDB004188 _ Silver,8.28E-07
FOOD00040 _ FDB008322 _ Pantothenic acid,2.42E-05
FOOD00040 _ FDB011856 _ L-Histidine,0.012054838
FOOD00040 _ FDB011999 _ L-Threonine,0.021978648
FOOD00040 _ FDB012019 _ beta-Cryptoxanthin,1.84E-05
FOOD00040 _ FDB012098 _ Solanidine,0.004843246
FOOD00040 _ FDB012160 _ Riboflavine,9.20E-05
FOOD00040 _ FDB012286 _ Capsianside A,0.001612801
FOOD00040 _ FDB012397 _ L-Isoleucine,0.01914535
FOOD00040 _ FDB012411 _ Capsaicin,0.038745965
FOOD00040 _ FDB012462 _ alpha-Linolenic acid,0.015600094
FOOD00040 _ FDB012535 _ L-Glutamic acid,0.079414698
FOOD00040 _ FDB012563 _ L-Cystine,0.011342881
FOOD00040 _ FDB012567 _ L-Aspartic acid,0.08574482
FOOD00040 _ FDB012644 _ Piperidine,5.04E-05
FOOD00040 _ FDB012683 _ L-Methionine,0.007090512
FOOD00040 _ FDB012724 _ Myricetin,9.69E-06
FOOD00040 _ FDB012739 _ L-Serine,0.024109676
"FOOD00040 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.155279296
FOOD00040 _ FDB012858 _ Oleic acid,0.018656182
FOOD00040 _ FDB013255 _ Luteolin,0.000106551
FOOD00040 _ FDB013400 _ Selenium,1.45E-08
FOOD00040 _ FDB013444 _ Nickel,2.69E-05
FOOD00040 _ FDB014504 _ Folic acid,1.45E-05
FOOD00040 _ FDB014613 _ beta-Carotene,2.95E-05
FOOD00040 _ FDB014812 _ Capsidiol,0.000280908
