public_food_id_compound_id_name,contribution
FOOD00040 _ FDB015471 _ Lutein,3.29E-05
FOOD00040 _ FDB016251 _ Iron,0.001404541
FOOD00040 _ FDB017816 _ Dihydrocapsaicin,0.008248047
"FOOD00040 _ FDB019865 _ (3R,3'R, all-E)-Zeaxanthin",1.36E-05
FOOD00041 _ FDB000446 _ L-Tyrosine,0.006442874
FOOD00041 _ FDB000474 _ L-Lysine,0.032188494
FOOD00041 _ FDB000484 _ Glycine,0.023171058
FOOD00041 _ FDB000556 _ L-Alanine,0.018021934
FOOD00041 _ FDB000574 _ Pyridoxine,2.46E-05
FOOD00041 _ FDB001014 _ Nicotinic acid,0.00046575
FOOD00041 _ FDB001111 _ Chinese tannin,0.142312474
FOOD00041 _ FDB001946 _ L-Leucine,0.020596496
FOOD00041 _ FDB002250 _ L-Tryptophan,0.010298248
FOOD00041 _ FDB002257 _ Arginine,0.01287281
FOOD00041 _ FDB003010 _ Dodecanoic acid,0.00129375
FOOD00041 _ FDB003513 _ Calcium,0.037415243
FOOD00041 _ FDB003520 _ Phosphorus,0.016883434
FOOD00041 _ FDB003521 _ Potassium,0.359183747
FOOD00041 _ FDB003523 _ Sodium,0.007503749
FOOD00041 _ FDB003575 _ Boron,0.00025875
FOOD00041 _ FDB003582 _ Copper,6.60E-05
FOOD00041 _ FDB003636 _ Manganese,1.55E-05
FOOD00041 _ FDB003717 _ Sulfur,0.015524997
FOOD00041 _ FDB003729 _ Zinc,9.31E-05
FOOD00041 _ FDB008114 _ Malic acid,0.113849979
FOOD00041 _ FDB008322 _ Pantothenic acid,0.000271687
FOOD00041 _ FDB011856 _ L-Histidine,0.006442874
FOOD00041 _ FDB011999 _ L-Threonine,0.01416656
FOOD00041 _ FDB012160 _ Riboflavine,4.27E-05
FOOD00041 _ FDB012397 _ L-Isoleucine,0.010298248
FOOD00041 _ FDB012462 _ alpha-Linolenic acid,0.032188494
FOOD00041 _ FDB012567 _ L-Aspartic acid,0.063096176
FOOD00041 _ FDB012683 _ L-Methionine,0.002574562
FOOD00041 _ FDB012739 _ L-Serine,0.019315684
"FOOD00041 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.007723686
FOOD00041 _ FDB012858 _ Oleic acid,0.023171058
FOOD00041 _ FDB014613 _ beta-Carotene,0.001720687
FOOD00041 _ FDB016251 _ Iron,0.000501975
FOOD00042 _ FDB000565 _ alpha-Tocopherol,0.000983113
FOOD00042 _ FDB000893 _ Phenol,8.76E-08
FOOD00042 _ FDB001014 _ Nicotinic acid,1.13E-05
FOOD00042 _ FDB001324 _ 3-Methylbutanoic acid,2.63E-06
FOOD00042 _ FDB001522 _ alpha-Copaene,4.27E-07
FOOD00042 _ FDB002431 _ gamma-Tocopherol,5.69E-05
FOOD00042 _ FDB003087 _ 1-Pentadecene,0.000130279
FOOD00042 _ FDB003228 _ Pentanal,8.76E-08
FOOD00042 _ FDB003240 _ Ethyl acetate,1.97E-07
FOOD00042 _ FDB003274 _ 2-Methyl-1-propanol,1.53E-07
FOOD00042 _ FDB003303 _ Nonanal,1.09E-07
FOOD00042 _ FDB003513 _ Calcium,0.013279688
FOOD00042 _ FDB003516 _ Chromium,6.79E-05
FOOD00042 _ FDB003520 _ Phosphorus,0.00518926
FOOD00042 _ FDB003521 _ Potassium,0.039850013
FOOD00042 _ FDB003523 _ Sodium,0.005079782
FOOD00042 _ FDB003570 _ Aluminum,0.000183923
FOOD00042 _ FDB003581 _ Cobalt,5.69E-05
FOOD00042 _ FDB003582 _ Copper,5.04E-05
FOOD00042 _ FDB003636 _ Manganese,9.20E-05
FOOD00042 _ FDB003713 _ Silicon,0.000102909
FOOD00042 _ FDB003722 _ Tin,2.19E-05
FOOD00042 _ FDB003729 _ Zinc,7.01E-05
FOOD00042 _ FDB003763 _ Arsenic,1.05E-06
FOOD00042 _ FDB003780 _ Mercury,4.38E-08
FOOD00042 _ FDB003856 _ Germacrene D,8.76E-08
FOOD00042 _ FDB003904 _ alpha-Cedrene,1.80E-06
FOOD00042 _ FDB008068 _ Hexanal,1.31E-07
FOOD00042 _ FDB008072 _ 1-Hexanol,5.91E-07
FOOD00042 _ FDB008090 _ (E)-2-Hexen-1-ol,4.82E-07
FOOD00042 _ FDB008091 _ (Z)-3-Hexen-1-ol,1.25E-06
FOOD00042 _ FDB008230 _ 1-Pentanol,2.85E-07
FOOD00042 _ FDB010452 _ Verbenone,3.50E-07
FOOD00042 _ FDB012001 _ Methyl cinnamate,1.75E-07
FOOD00042 _ FDB012093 _ Carthamin,0.009853025
FOOD00042 _ FDB012160 _ Riboflavine,3.28E-06
FOOD00042 _ FDB012238 _ Phenylacetaldehyde,2.67E-06
FOOD00042 _ FDB012462 _ alpha-Linolenic acid,0.023511508
"FOOD00042 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.660584029
FOOD00042 _ FDB012768 _ Decanal,6.57E-08
FOOD00042 _ FDB012843 _ Benzene,4.16E-07
FOOD00042 _ FDB012858 _ Oleic acid,0.238202357
FOOD00042 _ FDB013567 _ Limonene,2.19E-08
FOOD00042 _ FDB013601 _ beta-Selinene,4.71E-07
"FOOD00042 _ FDB013710 _ (+)-1(10),4-Cadinadiene",1.61E-06
FOOD00042 _ FDB014601 _ p-Menth-1-en-4-ol,1.20E-07
FOOD00042 _ FDB014661 _ Benzaldehyde,2.19E-07
FOOD00042 _ FDB015360 _ alpha-Humulene,3.94E-06
FOOD00042 _ FDB015469 _ beta-Ionone,1.04E-06
FOOD00042 _ FDB015736 _ beta-Caryophyllene,0.000101815
FOOD00042 _ FDB016251 _ Iron,0.002497194
FOOD00042 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,2.19E-08
FOOD00043 _ FDB001014 _ Nicotinic acid,0.00032519
FOOD00043 _ FDB001128 _ Starch,0.380091965
FOOD00043 _ FDB003010 _ Dodecanoic acid,0.000886881
FOOD00043 _ FDB003303 _ Nonanal,7.60E-05
FOOD00043 _ FDB003339 _ Octanal,0.000304074
FOOD00043 _ FDB003513 _ Calcium,0.061600238
FOOD00043 _ FDB003516 _ Chromium,0.000130921
FOOD00043 _ FDB003520 _ Phosphorus,0.05060291
FOOD00043 _ FDB003521 _ Potassium,0.120645413
FOOD00043 _ FDB003523 _ Sodium,0.001524591
FOOD00043 _ FDB003581 _ Cobalt,8.45E-06
FOOD00043 _ FDB003582 _ Copper,9.63E-05
FOOD00043 _ FDB003636 _ Manganese,0.000198492
FOOD00043 _ FDB003729 _ Zinc,0.00045611
FOOD00043 _ FDB003875 _ trans-Carveol,0.001330322
FOOD00043 _ FDB009046 _ Cadinene,0.031420936
FOOD00043 _ FDB009065 _ Camphene,0.000253395
FOOD00043 _ FDB009285 _ Dihydrocarveol,0.008024164
FOOD00043 _ FDB012027 _ Decanoic acid,0.000886881
FOOD00043 _ FDB012160 _ Riboflavine,2.96E-05
FOOD00043 _ FDB012462 _ alpha-Linolenic acid,0.013362344
"FOOD00043 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.283016477
FOOD00043 _ FDB013444 _ Nickel,5.91E-05
FOOD00043 _ FDB013516 _ 4(10)-Thujene,0.000380092
FOOD00043 _ FDB013567 _ Limonene,0.003547525
FOOD00043 _ FDB014324 _ alpha-Carene,0.000844649
FOOD00043 _ FDB014601 _ p-Menth-1-en-4-ol,0.001013579
FOOD00043 _ FDB014613 _ beta-Carotene,1.69E-05
FOOD00043 _ FDB014614 _ Carvone,0.026353043
FOOD00043 _ FDB014654 _ Myristicin,0.001013579
FOOD00043 _ FDB014919 _ Carveol,0.00363199
"FOOD00043 _ FDB014923 _ p-Mentha-1,8-dien-7-ol",0.001351438
FOOD00043 _ FDB014940 _ Linalool,0.000608147
FOOD00043 _ FDB015464 _ beta-Pinene,0.00016893
FOOD00043 _ FDB015968 _ gamma-Terpinene,0.002280552
FOOD00043 _ FDB016251 _ Iron,0.001727307
"FOOD00043 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.001266973
FOOD00043 _ FDB021427 _ Dihydrocarveol acetate,0.000464557
FOOD00046 _ FDB001224 _ L-Ascorbic acid,0.010133789
FOOD00046 _ FDB003513 _ Calcium,0.255052662
FOOD00046 _ FDB003516 _ Chromium,0.000227726
FOOD00046 _ FDB003520 _ Phosphorus,0.122212734
FOOD00046 _ FDB003521 _ Potassium,0.500996299
FOOD00046 _ FDB003523 _ Sodium,0.097922004
FOOD00046 _ FDB003570 _ Aluminum,0.001024765
FOOD00046 _ FDB003581 _ Cobalt,0.002201347
FOOD00046 _ FDB003636 _ Manganese,0.001973622
FOOD00046 _ FDB003713 _ Silicon,0.001176582
FOOD00046 _ FDB003722 _ Tin,0.000379543
FOOD00046 _ FDB012160 _ Riboflavine,0.000163203
FOOD00046 _ FDB014613 _ beta-Carotene,8.35E-05
FOOD00046 _ FDB016251 _ Iron,0.006452225
FOOD00047 _ FDB000446 _ L-Tyrosine,0.022675011
FOOD00047 _ FDB000474 _ L-Lysine,0.061114766
FOOD00047 _ FDB000484 _ Glycine,0.038006474
FOOD00047 _ FDB000556 _ L-Alanine,0.039195218
FOOD00047 _ FDB001014 _ Nicotinic acid,7.33E-05
FOOD00047 _ FDB001224 _ L-Ascorbic acid,0.000191088
FOOD00047 _ FDB001946 _ L-Leucine,0.060103778
FOOD00047 _ FDB002250 _ L-Tryptophan,0.015153707
FOOD00047 _ FDB002257 _ Arginine,0.071235754
FOOD00047 _ FDB003513 _ Calcium,0.004977171
FOOD00047 _ FDB003520 _ Phosphorus,0.017364548
FOOD00047 _ FDB003521 _ Potassium,0.041506047
FOOD00047 _ FDB003523 _ Sodium,0.001177634
FOOD00047 _ FDB003582 _ Copper,4.00E-05
FOOD00047 _ FDB003636 _ Manganese,0.000104432
FOOD00047 _ FDB003729 _ Zinc,0.000184422
FOOD00047 _ FDB008322 _ Pantothenic acid,7.33E-05
FOOD00047 _ FDB011856 _ L-Histidine,0.023597121
FOOD00047 _ FDB011999 _ L-Threonine,0.033884755
FOOD00047 _ FDB012160 _ Riboflavine,1.11E-05
FOOD00047 _ FDB012397 _ L-Isoleucine,0.041328291
FOOD00047 _ FDB012462 _ alpha-Linolenic acid,0.004777195
FOOD00047 _ FDB012535 _ L-Glutamic acid,0.159424995
FOOD00047 _ FDB012563 _ L-Cystine,0.011998536
FOOD00047 _ FDB012567 _ L-Aspartic acid,0.107453557
FOOD00047 _ FDB012683 _ L-Methionine,0.011509707
FOOD00047 _ FDB012739 _ L-Serine,0.046061047
"FOOD00047 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.122740581
FOOD00047 _ FDB012858 _ Oleic acid,0.063714449
FOOD00047 _ FDB014504 _ Folic acid,2.44E-05
FOOD00047 _ FDB014613 _ beta-Carotene,2.00E-06
FOOD00047 _ FDB016251 _ Iron,0.00029552
FOOD00048 _ FDB000446 _ L-Tyrosine,0.022576145
FOOD00048 _ FDB000474 _ L-Lysine,0.035558831
FOOD00048 _ FDB000484 _ Glycine,0.032737225
FOOD00048 _ FDB000556 _ L-Alanine,0.034994509
FOOD00048 _ FDB000574 _ Pyridoxine,1.12E-05
FOOD00048 _ FDB001014 _ Nicotinic acid,0.000224408
FOOD00048 _ FDB001224 _ L-Ascorbic acid,0.032222406
FOOD00048 _ FDB001946 _ L-Leucine,0.05531337
FOOD00048 _ FDB002250 _ L-Tryptophan,0.002821606
FOOD00048 _ FDB002257 _ Arginine,0.034994509
FOOD00048 _ FDB003513 _ Calcium,0.034789902
FOOD00048 _ FDB003516 _ Chromium,2.57E-06
FOOD00048 _ FDB003520 _ Phosphorus,0.019807341
FOOD00048 _ FDB003521 _ Potassium,0.326431715
FOOD00048 _ FDB003523 _ Sodium,0.015639285
FOOD00048 _ FDB003570 _ Aluminum,0.000752428
FOOD00048 _ FDB003575 _ Boron,8.25E-05
FOOD00048 _ FDB003581 _ Cobalt,1.45E-06
FOOD00048 _ FDB003582 _ Copper,5.87E-05
FOOD00048 _ FDB003636 _ Manganese,0.000250809
FOOD00048 _ FDB003653 _ Molybdenum,1.02E-05
FOOD00048 _ FDB003717 _ Sulfur,0.005451804
FOOD00048 _ FDB003729 _ Zinc,0.000508219
FOOD00048 _ FDB003763 _ Arsenic,2.90E-07
FOOD00048 _ FDB003766 _ Cadmium,1.45E-06
FOOD00048 _ FDB003777 _ Lead,2.90E-05
FOOD00048 _ FDB003780 _ Mercury,1.32E-08
FOOD00048 _ FDB004181 _ Lithium,5.81E-06
FOOD00048 _ FDB004188 _ Silver,1.45E-06
FOOD00048 _ FDB008322 _ Pantothenic acid,0.000508219
FOOD00048 _ FDB011856 _ L-Histidine,0.012982686
FOOD00048 _ FDB011999 _ L-Threonine,0.028219356
FOOD00048 _ FDB012160 _ Riboflavine,4.52E-05
FOOD00048 _ FDB012397 _ L-Isoleucine,0.040637721
FOOD00048 _ FDB012462 _ alpha-Linolenic acid,0.007336175
FOOD00048 _ FDB012535 _ L-Glutamic acid,0.093693806
FOOD00048 _ FDB012563 _ L-Cystine,0.005643211
FOOD00048 _ FDB012567 _ L-Aspartic acid,0.073374946
FOOD00048 _ FDB012683 _ L-Methionine,0.007900496
FOOD00048 _ FDB012739 _ L-Serine,0.027655035
"FOOD00048 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.042330684
FOOD00048 _ FDB012858 _ Oleic acid,0.002257284
FOOD00048 _ FDB013400 _ Selenium,1.06E-07
FOOD00048 _ FDB013444 _ Nickel,1.45E-05
FOOD00048 _ FDB014504 _ Folic acid,8.65E-05
FOOD00048 _ FDB014613 _ beta-Carotene,0.000827011
FOOD00048 _ FDB016251 _ Iron,0.001207845
FOOD00049 _ FDB000474 _ L-Lysine,0.007454428
FOOD00049 _ FDB000846 _ Vanillic acid,8.93E-07
FOOD00049 _ FDB001014 _ Nicotinic acid,9.56E-05
FOOD00049 _ FDB001141 _ Inulin,0.616289881
FOOD00049 _ FDB001224 _ L-Ascorbic acid,0.001911392
FOOD00049 _ FDB001946 _ L-Leucine,0.008410124
FOOD00049 _ FDB002250 _ L-Tryptophan,0.003440505
FOOD00049 _ FDB002257 _ Arginine,0.01395316
FOOD00049 _ FDB002558 _ Caffeic acid,0.001370129
FOOD00049 _ FDB002777 _ Cichoriin,0.002679521
FOOD00049 _ FDB003513 _ Calcium,0.017586591
FOOD00049 _ FDB003520 _ Phosphorus,0.004013923
FOOD00049 _ FDB003521 _ Potassium,0.034787331
FOOD00049 _ FDB003523 _ Sodium,0.001337974
FOOD00049 _ FDB003575 _ Boron,3.57E-05
FOOD00049 _ FDB010508 _ 4-Hydroxybenzoic acid,1.96E-05
FOOD00049 _ FDB011824 _ beta-D-Glucopyranose,0.019649822
FOOD00049 _ FDB011856 _ L-Histidine,0.003249366
FOOD00049 _ FDB011999 _ L-Threonine,0.005351897
FOOD00049 _ FDB012160 _ Riboflavine,2.68E-05
FOOD00049 _ FDB012397 _ L-Isoleucine,0.011468351
FOOD00049 _ FDB012462 _ alpha-Linolenic acid,0.001146835
FOOD00049 _ FDB012528 _ D-Fructose,0.236691041
FOOD00049 _ FDB012683 _ L-Methionine,0.001146835
"FOOD00049 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.00707215
FOOD00049 _ FDB012858 _ Oleic acid,0.000382278
FOOD00049 _ FDB014613 _ beta-Carotene,0.000203644
FOOD00049 _ FDB016251 _ Iron,0.000224187
FOOD00050 _ FDB001224 _ L-Ascorbic acid,0.013108495
FOOD00050 _ FDB003513 _ Calcium,0.39174886
FOOD00050 _ FDB003516 _ Chromium,4.24E-05
FOOD00050 _ FDB003520 _ Phosphorus,0.042422314
FOOD00050 _ FDB003521 _ Potassium,0.392830629
FOOD00050 _ FDB003523 _ Sodium,0.006978471
FOOD00050 _ FDB003582 _ Copper,0.000254534
FOOD00050 _ FDB003635 _ Iodine,4.24E-05
FOOD00050 _ FDB003636 _ Manganese,0.016268957
FOOD00050 _ FDB003717 _ Sulfur,0.050906777
FOOD00050 _ FDB003729 _ Zinc,0.000296956
FOOD00050 _ FDB003780 _ Mercury,0.002545339
FOOD00050 _ FDB008781 _ 3-Phenyl-2-propenal,0.069996818
FOOD00050 _ FDB012160 _ Riboflavine,6.36E-05
FOOD00050 _ FDB014613 _ beta-Carotene,6.36E-05
FOOD00050 _ FDB016249 _ Chlorine,0.002969562
FOOD00050 _ FDB016251 _ Iron,0.009460176
FOOD00051 _ FDB000887 _ Cinnamyl alcohol,0.001614411
FOOD00051 _ FDB000889 _ Cinnamyl acetate,0.031667302
FOOD00051 _ FDB001014 _ Nicotinic acid,0.000198697
FOOD00051 _ FDB001224 _ L-Ascorbic acid,0.007674664
FOOD00051 _ FDB001462 _ cis-beta-Ocimene,0.000186278
FOOD00051 _ FDB001525 _ alpha-Ylangene,0.001924875
FOOD00051 _ FDB002728 _ Isoeugenol,0.000124185
FOOD00051 _ FDB003513 _ Calcium,0.140689751
FOOD00051 _ FDB003516 _ Chromium,0.000149023
FOOD00051 _ FDB003520 _ Phosphorus,0.022030507
FOOD00051 _ FDB003521 _ Potassium,0.143123787
FOOD00051 _ FDB003523 _ Sodium,0.007128248
FOOD00051 _ FDB003575 _ Boron,0.000273208
FOOD00051 _ FDB003581 _ Cobalt,1.49E-05
FOOD00051 _ FDB003582 _ Copper,0.000172618
FOOD00051 _ FDB003635 _ Iodine,7.45E-05
FOOD00051 _ FDB003636 _ Manganese,0.002558221
FOOD00051 _ FDB003717 _ Sulfur,0.047190489
FOOD00051 _ FDB003729 _ Zinc,0.000389942
FOOD00051 _ FDB003865 _ Phellandrene,0.003911843
FOOD00051 _ FDB008724 _ Cuminaldehyde,0.001291529
FOOD00051 _ FDB008781 _ 3-Phenyl-2-propenal,0.447067794
FOOD00051 _ FDB009029 _ Bornyl acetate,0.000372556
FOOD00051 _ FDB009065 _ Camphene,0.001117669
FOOD00051 _ FDB011417 _ 3-Phenylpropyl acetate,0.000807206
FOOD00051 _ FDB012152 _ 2-Phenylethanol,0.000434649
FOOD00051 _ FDB012160 _ Riboflavine,2.48E-05
FOOD00051 _ FDB012171 _ Eugenol,0.046445376
FOOD00051 _ FDB012268 _ Isopropylbenzene,0.004098121
FOOD00051 _ FDB012393 _ Aceteugenol,0.000993484
FOOD00051 _ FDB012844 _ Benzyl benzoate,0.005787044
FOOD00051 _ FDB013444 _ Nickel,2.73E-05
FOOD00051 _ FDB013516 _ 4(10)-Thujene,0.000124185
FOOD00051 _ FDB013567 _ Limonene,0.002856266
FOOD00051 _ FDB013573 _ Piperitone,0.000434649
FOOD00051 _ FDB013574 _ (±)-Borneol,0.000124185
FOOD00051 _ FDB013792 _ Geraniol,0.000372556
FOOD00051 _ FDB014324 _ alpha-Carene,0.000186278
FOOD00051 _ FDB014416 _ alpha-Terpineol,0.003775239
FOOD00051 _ FDB014601 _ p-Menth-1-en-4-ol,0.002235339
FOOD00051 _ FDB014613 _ beta-Carotene,3.73E-05
"FOOD00051 _ FDB014616 _ 1,8-Cineole",0.011983901
FOOD00051 _ FDB014661 _ Benzaldehyde,0.001614411
FOOD00051 _ FDB014891 _ Farnesol,0.000186278
FOOD00051 _ FDB014940 _ Linalool,0.0147284
FOOD00051 _ FDB015360 _ alpha-Humulene,0.001788271
FOOD00051 _ FDB015464 _ beta-Pinene,0.001117669
FOOD00051 _ FDB015736 _ beta-Caryophyllene,0.018019316
FOOD00051 _ FDB015966 _ Terpinolene,0.00068302
FOOD00051 _ FDB015968 _ gamma-Terpinene,0.000186278
FOOD00051 _ FDB016249 _ Chlorine,0.00745113
FOOD00051 _ FDB016251 _ Iron,0.005973322
FOOD00051 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,0.006246531
"FOOD00051 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.000310464
FOOD00052 _ FDB000446 _ L-Tyrosine,0.004284524
FOOD00052 _ FDB000474 _ L-Lysine,0.022144289
FOOD00052 _ FDB000484 _ Glycine,0.003571953
FOOD00052 _ FDB000556 _ L-Alanine,0.006064436
FOOD00052 _ FDB001014 _ Nicotinic acid,6.37E-05
FOOD00052 _ FDB001946 _ L-Leucine,0.006428303
FOOD00052 _ FDB002250 _ L-Tryptophan,0.00250158
FOOD00052 _ FDB002257 _ Arginine,0.021070884
FOOD00052 _ FDB003010 _ Dodecanoic acid,0.007353129
FOOD00052 _ FDB003336 _ Octanoic acid,0.00194062
FOOD00052 _ FDB003513 _ Calcium,0.005306382
FOOD00052 _ FDB003520 _ Phosphorus,0.004398232
FOOD00052 _ FDB003521 _ Potassium,0.047778662
FOOD00052 _ FDB003523 _ Sodium,0.000562476
FOOD00052 _ FDB003575 _ Boron,7.58E-06
FOOD00052 _ FDB003582 _ Copper,1.21E-05
FOOD00052 _ FDB003636 _ Manganese,1.21E-05
FOOD00052 _ FDB003729 _ Zinc,2.43E-05
FOOD00052 _ FDB008322 _ Pantothenic acid,7.58E-05
FOOD00052 _ FDB011856 _ L-Histidine,0.002143778
FOOD00052 _ FDB011999 _ L-Threonine,0.009642454
FOOD00052 _ FDB012027 _ Decanoic acid,0.010673408
FOOD00052 _ FDB012160 _ Riboflavine,1.52E-05
FOOD00052 _ FDB012397 _ L-Isoleucine,0.006786104
FOOD00052 _ FDB012535 _ L-Glutamic acid,0.022499059
FOOD00052 _ FDB012567 _ L-Aspartic acid,0.01393001
FOOD00052 _ FDB012678 _ L-Cysteine,0.000715603
FOOD00052 _ FDB012683 _ L-Methionine,0.002143778
FOOD00052 _ FDB012739 _ L-Serine,0.005715731
"FOOD00052 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.397645094
FOOD00052 _ FDB012858 _ Oleic acid,0.394188366
FOOD00052 _ FDB014613 _ beta-Carotene,7.58E-05
FOOD00052 _ FDB015471 _ Lutein,4.76E-06
FOOD00052 _ FDB016251 _ Iron,0.000219836
FOOD00053 _ FDB000474 _ L-Lysine,0.023651592
FOOD00053 _ FDB001014 _ Nicotinic acid,0.000533495
FOOD00053 _ FDB001224 _ L-Ascorbic acid,0.084203226
FOOD00053 _ FDB002250 _ L-Tryptophan,0.005068198
FOOD00053 _ FDB003303 _ Nonanal,0.000711326
FOOD00053 _ FDB003336 _ Octanoic acid,7.11E-05
FOOD00053 _ FDB003339 _ Octanal,0.001956147
FOOD00053 _ FDB003513 _ Calcium,0.056443725
FOOD00053 _ FDB003520 _ Phosphorus,0.037522451
FOOD00053 _ FDB003521 _ Potassium,0.184108975
FOOD00053 _ FDB003523 _ Sodium,0.004125691
FOOD00053 _ FDB003582 _ Copper,0.000124482
FOOD00053 _ FDB003729 _ Zinc,0.000177832
FOOD00053 _ FDB008114 _ Malic acid,0.071132609
FOOD00053 _ FDB008322 _ Pantothenic acid,0.000355663
FOOD00053 _ FDB009065 _ Camphene,0.00231181
FOOD00053 _ FDB012137 _ Lauric aldehyde,3.56E-05
FOOD00053 _ FDB012160 _ Riboflavine,3.56E-05
FOOD00053 _ FDB012351 _ 1-Decanol,0.000213398
FOOD00053 _ FDB012462 _ alpha-Linolenic acid,0.03209859
FOOD00053 _ FDB012683 _ L-Methionine,0.003378799
"FOOD00053 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",0.060818381
FOOD00053 _ FDB012768 _ Decanal,0.00033788
FOOD00053 _ FDB012858 _ Oleic acid,0.027030391
FOOD00053 _ FDB013516 _ 4(10)-Thujene,0.005690609
FOOD00053 _ FDB013522 _ Fenchol,0.004267957
FOOD00053 _ FDB013567 _ Limonene,0.216954457
FOOD00053 _ FDB013574 _ (±)-Borneol,0.002133978
FOOD00053 _ FDB013575 _ Neral,0.008891576
FOOD00053 _ FDB013702 _ Geranial,0.012270375
FOOD00053 _ FDB014416 _ alpha-Terpineol,0.011025554
FOOD00053 _ FDB014601 _ p-Menth-1-en-4-ol,0.005904007
FOOD00053 _ FDB014613 _ beta-Carotene,3.56E-05
"FOOD00053 _ FDB014616 _ 1,8-Cineole",0.002489641
FOOD00053 _ FDB014617 _ Citronellal,0.004979283
FOOD00053 _ FDB014799 _ Nootkatone,3.56E-05
FOOD00053 _ FDB014917 _ beta-Phellandrene,0.003200967
FOOD00053 _ FDB014940 _ Linalool,0.000515711
FOOD00053 _ FDB014946 _ Neryl acetate,0.00553056
FOOD00053 _ FDB015006 _ S-beta-Bisabolene,0.003200967
FOOD00053 _ FDB015464 _ beta-Pinene,0.022762435
FOOD00053 _ FDB015736 _ beta-Caryophyllene,0.004979283
FOOD00053 _ FDB015966 _ Terpinolene,0.003200967
FOOD00053 _ FDB015968 _ gamma-Terpinene,0.039656429
FOOD00053 _ FDB015970 _ beta-Terpineol,0.002489641
FOOD00053 _ FDB016251 _ Iron,0.001191471
FOOD00053 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,0.021517614
"FOOD00053 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.019561467
FOOD00053 _ FDB019875 _ Decyl acetate,0.000355663
FOOD00053 _ FDB020002 _ Neryl formate,0.000711326
FOOD00054 _ FDB001224 _ L-Ascorbic acid,0.075238838
FOOD00054 _ FDB002100 _ Caffeine,0.000698337
FOOD00054 _ FDB002536 _ Quercetin 3-rutinoside,2.10E-05
FOOD00054 _ FDB002558 _ Caffeic acid,0.000391069
FOOD00054 _ FDB002593 _ p-Coumaric acid,0.000754204
FOOD00054 _ FDB003303 _ Nonanal,0.000230451
FOOD00054 _ FDB003513 _ Calcium,0.027423698
FOOD00054 _ FDB003520 _ Phosphorus,0.014518428
FOOD00054 _ FDB003521 _ Potassium,0.205311105
FOOD00054 _ FDB003523 _ Sodium,0.006564369
FOOD00054 _ FDB003693 _ Salicylates,0
FOOD00054 _ FDB004979 _ Oxypeucedanin hydrate,0.000893871
FOOD00054 _ FDB009065 _ Camphene,0.000363135
FOOD00054 _ FDB010557 _ trans-Sinapic acid,0.000223468
FOOD00054 _ FDB012137 _ Lauric aldehyde,0.000139667
FOOD00054 _ FDB012160 _ Riboflavine,3.49E-05
FOOD00054 _ FDB012446 _ (±)-Citronellyl acetate,0.000167601
FOOD00054 _ FDB012768 _ Decanal,0.000181568
FOOD00054 _ FDB012801 _ Ferulic acid,0.000377102
FOOD00054 _ FDB013516 _ 4(10)-Thujene,0.001571258
FOOD00054 _ FDB013567 _ Limonene,0.075392472
FOOD00054 _ FDB014416 _ alpha-Terpineol,0.000391069
FOOD00054 _ FDB014601 _ p-Menth-1-en-4-ol,0.000286318
FOOD00054 _ FDB014613 _ beta-Carotene,1.40E-05
FOOD00054 _ FDB014912 _ (-)-Isopulegol,0.558669673
FOOD00054 _ FDB014917 _ beta-Phellandrene,0.001117339
FOOD00054 _ FDB014946 _ Neryl acetate,0.002276579
FOOD00054 _ FDB015006 _ S-beta-Bisabolene,0.002953966
FOOD00054 _ FDB015360 _ alpha-Humulene,0.000139667
FOOD00054 _ FDB015471 _ Lutein,9.22E-06
FOOD00054 _ FDB015736 _ beta-Caryophyllene,0.000272351
FOOD00054 _ FDB015966 _ Terpinolene,0.000935772
FOOD00054 _ FDB015968 _ gamma-Terpinene,0.011801897
FOOD00054 _ FDB016251 _ Iron,0.00066342
FOOD00054 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,0.000300285
"FOOD00054 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",0.0093228
FOOD00054 _ FDB019875 _ Decyl acetate,6.98E-05
FOOD00054 _ FDB020002 _ Neryl formate,0.000279335
FOOD00056 _ FDB000446 _ L-Tyrosine,0.010213433
FOOD00056 _ FDB000474 _ L-Lysine,0.02682947
FOOD00056 _ FDB000484 _ Glycine,0.053044289
FOOD00056 _ FDB000556 _ L-Alanine,0.028786105
FOOD00056 _ FDB000565 _ alpha-Tocopherol,0.000348302
